Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.15,0,0.5727389359899356385342657572,0.572738935989936,0.559052293530386,0.572738935989936,0.559052293530386,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,11726480
0.16,0,0.5726641644731005372156753084,0.5726641644731,0.55897752201355,0.5726641644731,0.55897752201355,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,12508250
0.17,0,0.5725894873932860654496920680,0.572589487393286,0.558902844933736,0.572589487393286,0.558902844933736,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,13290010
0.18,0,0.5725149046846019234113176403,0.572514904684602,0.558828262225052,0.572514904684602,0.558828262225052,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,14071780
0.19,0,0.5724404162794681885230921163,0.572440416279468,0.558753773819918,0.572440416279468,0.558753773819918,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,14853540
0.20,0,0.5723660221086443538169272685,0.572366022108644,0.558679379649094,0.572366022108644,0.558679379649094,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,15635310
0.21,0,0.5722917221012628459980912366,0.572291722101263,0.558605079641713,0.572291722101263,0.558605079641713,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,16417070
0.22,0,0.5722175161848563938815038508,0.572217516184856,0.558530873725306,0.572217516184856,0.558530873725306,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,17198840
0.23,0,0.5721434042853885366791076995,0.572143404285389,0.558456761825838,0.572143404285389,0.558456761825838,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,17980600
0.24,0,0.5720693863272819623617013250,0.572069386327282,0.558382743867732,0.572069386327282,0.558382743867732,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,18762370
0.25,0,0.5719954622334483159463102912,0.571995462233448,0.558308819773898,0.571995462233448,0.558308819773898,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,19544140
0.26,0,0.5720562347378175378580203793,0.572056234737818,0.558369592278267,0.572056234737818,0.558369592278267,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,20325900
0.27,0,0.5721171009478618925151971659,0.572117100947862,0.558430458488312,0.572117100947862,0.558430458488312,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,21107670
0.28,0,0.5721780838029586400246525513,0.572178083802959,0.558491441343408,0.572178083802959,0.558491441343408,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,21889430
0.29,0,0.5722391371785863111356824946,0.572239137178586,0.558552494719036,0.572239137178586,0.558552494719036,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,22671200
0.30,0,0.5723002840113443561231351015,0.572300284011344,0.558613641551794,0.572300284011344,0.558613641551794,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,23452960
0.31,0,0.5723615472364882327769331821,0.572361547236488,0.558674904776938,0.572361547236488,0.558674904776938,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,24234730
0.32,0,0.5724228807254455455085287215,0.572422880725446,0.558736238265895,0.572422880725446,0.558736238265895,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,25016490
0.33,0,0.5724843074108496634148875653,0.57248430741085,0.558797664951299,0.57248430741085,0.558797664951299,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,25798260
0.34,0,0.5725458502240585691615575071,0.572545850224059,0.558859207764508,0.572545850224059,0.558859207764508,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,26580020
0.35,0,0.5726074630326823574934257396,0.572607463032682,0.558920820573132,0.572607463032682,0.558920820573132,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,27361790
0.36,0,0.5726691917864402971532717651,0.57266919178644,0.55898254932689,0.57266919178644,0.55898254932689,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,28143560
0.37,0,0.5727309903505177228747824346,0.572730990350518,0.559044347890968,0.572730990350518,0.559044347890968,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,28925320
0.38,0,0.5727928816514207875244912418,0.572792881651421,0.559106239191871,0.572792881651421,0.559106239191871,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,29707090
0.39,0,0.5728548886145019606125357728,0.572854888614502,0.559168246154952,0.572854888614502,0.559168246154952,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,30488850
0.40,0,0.5729169651014824170268015398,0.572916965101482,0.559230322641932,0.572916965101482,0.559230322641932,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,31270620
0.41,0,0.5729791340354729558415279406,0.572979134035473,0.559292491575923,0.572979134035473,0.559292491575923,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,32052380
0.42,0,0.5730414183384972589769899647,0.573041418338497,0.559354775878947,0.573041418338497,0.559354775878947,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,32834150
0.43,0,0.5731037718690118400825662809,0.573103771869012,0.559417129409462,0.573103771869012,0.559417129409462,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,33615910
0.44,0,0.5731662175469290031964209424,0.573166217546929,0.559479575087379,0.573166217546929,0.559479575087379,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,34397680
0.45,0,0.5732287782911365916285714753,0.573228778291137,0.559542135831586,0.573228778291137,0.559542135831586,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,35179440
0.46,0,0.5732914079570204766950327106,0.57329140795702,0.55960476549747,0.57329140795702,0.55960476549747,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,35961210
0.47,0,0.5733541294614820366753470003,0.573354129461482,0.559667487001932,0.573354129461482,0.559667487001932,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,36742980
0.48,0,0.5734169657204575357701144321,0.573416965720458,0.559730323260907,0.573416965720458,0.559730323260907,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,37524740
0.49,0,0.5734798705864441925372881531,0.573479870586444,0.559793228126894,0.573479870586444,0.559793228126894,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,38306500
0.50,0,0.5735428669735101693709394764,0.57354286697351,0.55985622451396,0.57354286697351,0.55985622451396,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,39088270
0.51,0,0.5734116922976678710120153325,0.573411692297668,0.559725049838118,0.573411692297668,0.559725049838118,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,39870040
0.52,0,0.5735104875639286934314063568,0.573510487563929,0.559823845104378,0.573510487563929,0.559823845104378,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,40651800
0.53,0,0.5736217305871080133087119971,0.573621730587108,0.559935088127558,0.573621730587108,0.559935088127558,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,41433560
0.54,0,0.5737454442777709361706873268,0.573745444277771,0.560058801818221,0.573745444277771,0.560058801818221,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,42215330
0.55,0,0.5738815824831423362423187898,0.573881582483142,0.560194940023592,0.573881582483142,0.560194940023592,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,42997100
0.56,0,0.5740301911329729679930664745,0.574030191132973,0.560343548673423,0.574030191132973,0.560343548673423,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,43778860
0.57,0,0.5741912240728780490978868099,0.574191224072878,0.560504581613328,0.574191224072878,0.560504581613328,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,44560630
0.58,0,0.5743647042101937825047097316,0.574364704210194,0.560678061750644,0.574364704210194,0.560678061750644,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,45342390
0.59,0,0.5745506544514962053175067693,0.574550654451496,0.560586312001005,0.574550654451496,0.560586312001005,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,46124160
0.60,0,0.5747490286401118482005940279,0.574749028640112,0.560506986198679,0.574749028640112,0.560506986198679,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,46905930
0.61,0,0.5752034331186374842617002742,0.575203433118638,0.560683690686264,0.575203433118638,0.560683690686264,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,47687690
0.62,0,0.5756615594372882014917547415,0.575661559437288,0.560864117013974,0.575661559437288,0.560864117013974,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,48469460
0.63,0,0.5761321093539158117968794715,0.576132109353916,0.56105696693966,0.576132109353916,0.56105696693966,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,49251220
0.64,0,0.5766151287923537835871013739,0.576615128792354,0.561262286387157,0.576615128792354,0.561262286387157,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,50032980
0.65,0,0.5771105715924348508083445679,0.577110571592435,0.561480029196297,0.577110571592435,0.561480029196297,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,50814750
0.66,0,0.5776184836766734187155515203,0.577618483676674,0.561710241289594,0.577618483676674,0.561710241289594,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,51596520
0.67,0,0.5781388419044435598691905643,0.578138841904444,0.561952899526423,0.578138841904444,0.561952899526423,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,52378280
0.68,0,0.5786716231345000329438618596,0.5786716231345,0.562207980765539,0.5786716231345,0.562207980765539,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,53160050
0.69,0,0.5792168732874846323559867559,0.579216873287485,0.562475530927582,0.579216873287485,0.562475530927582,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,53941810
0.70,0,0.5797745462001128038135425462,0.579774546200113,0.562755503849269,0.579774546200113,0.562755503849269,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,54723580
0.71,0,0.5803446877918539801636457325,0.580344687791854,0.563047945450069,0.580344687791854,0.563047945450069,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,55505340
0.72,0,0.5809272518982750042046504656,0.580927251898275,0.563352809565549,0.580927251898275,0.563352809565549,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,56287110
0.73,0,0.5815222844377221043848075554,0.581522284437722,0.563670142114055,0.581522284437722,0.563670142114055,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,57068880
0.74,0,0.5821297622655038306498477347,0.582129762265504,0.563999919950896,0.582129762265504,0.563999919950896,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,57850640
0.75,0,0.5827496622363971739962088952,0.582749662236397,0.564342119930848,0.582749662236397,0.564342119930848,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,58632400
0.76,0,0.5833820072463362519463087131,0.583382007246336,0.564696764949846,0.583382007246336,0.564696764949846,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,59414170
0.77,0,0.5840268201907501215840294742,0.58402682019075,0.565063877903319,0.58402682019075,0.565063877903319,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,60195940
0.78,0,0.5846840779229132219200437484,0.584684077922913,0.56544343564454,0.584684077922913,0.56544343564454,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,60977700
0.79,0,0.5853537572956236698883219108,0.585353757295624,0.56583541502631,0.585353757295624,0.56583541502631,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,61759470
0.80,0,0.5860359042237128498248972473,0.586035904223713,0.566239861963458,0.586035904223713,0.566239861963458,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,62541230
0.81,0,0.5867304725382272192409870936,0.586730472538227,0.566656730287031,0.586730472538227,0.566656730287031,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,63323000
0.82,0,0.5874375081531066048195003530,0.587437508153107,0.56708606591097,0.587437508153107,0.56708606591097,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,64104760
0.83,0,0.5881569879193572187093935266,0.588156987919357,0.567527845686279,0.588156987919357,0.567527845686279,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,64886530
0.84,0,0.5888888886875724074087388005,0.588888888687572,0.567982046463553,0.588888888687572,0.567982046463553,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,65668290
0.85,0,0.5896332563704347615413376641,0.589633256370435,0.568448714155474,0.589633256370435,0.568448714155474,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,66450060
0.86,0,0.5903900678177315850376375070,0.590390067817732,0.56892782561183,0.590390067817732,0.56892782561183,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,67231820
0.87,0,0.5911592998788650545390345997,0.591159299878865,0.569419357682023,0.591159299878865,0.569419357682023,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,68013590
0.88,0,0.5919409754445306153943816130,0.591940975444531,0.569923333256747,0.591940975444531,0.569923333256747,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,68795350
0.89,0,0.5927351174050564646210103137,0.592735117405056,0.570439775226332,0.592735117405056,0.570439775226332,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,69577120
0.90,0,0.5935416795879207599367239075,0.593541679587921,0.570968637418255,0.593541679587921,0.570968637418255,0,0,0,0,13.878116601481320524044131209,95.31544640219902331069376379,90.18785923935783189923013003,70358890
0.91,0,0.597577763009119,0.597577763009119,0.574851224152699,0.597577763009119,0.574851224152699,0,0,0,0,13.6567049380868,95.3150440276562,90.080016901657,71140660
0.92,0,0.609686013272712,0.609686013272713,0.586498984356032,0.609686013272713,0.586498984356032,0,0,0,0,13.4352932746922,95.3146416531134,89.9721745639561,71922420
0.93,0,0.622599333065553,0.622599333065554,0.598434258676744,0.622599333065554,0.598434258676744,0,0,0,0,13.2138816112977,95.3142392785706,89.8643322262552,72704180
0.94,0,0.630263597255845,0.630263597255846,0.604833167013171,0.630263597255846,0.604833167013171,0,0,0,0,12.9924699479031,95.3138369040279,89.7564898885544,73485950
0.95,0,0.637927861446137,0.637927861446138,0.611232075349597,0.637927861446138,0.611232075349597,0,0,0,0,12.7710582845085,95.3134345294851,89.6486475508535,74267710
0.96,0,0.64559212563643,0.64559212563643,0.617630983686024,0.64559212563643,0.617630983686024,0,0,0,0,12.549646621114,95.3130321549423,89.5408052131526,75049480
0.97,0,0.653256389826722,0.653256389826722,0.624029892022451,0.653256389826722,0.624029892022451,0,0,0,0,12.3282349577194,95.3126297803995,89.4329628754517,75831250
0.98,0,0.660920654017014,0.660920654017014,0.630428800358877,0.660920654017014,0.630428800358877,0,0,0,0,12.1068232943249,95.3122274058567,89.3251205377509,76613010
0.99,0,0.668584918207306,0.668584918207306,0.636827708695304,0.668584918207306,0.636827708695304,0,0,0,0,11.8854116309303,95.3118250313139,89.21727820005,77394780
1.00,0,0.676249182397598,0.676249182397599,0.643226617031731,0.676249182397599,0.643226617031731,0,0,0,0,11.6639999675358,95.3114226567711,89.1094358623491,78176540
1.01,0,0.683913446587891,0.683913446587891,0.649625525368157,0.683913446587891,0.649625525368157,0,0,0,0,11.4425883041412,95.3110202822283,89.0015935246483,78958300
1.02,0,0.691577710778183,0.691577710778183,0.656024433704584,0.691577710778183,0.656024433704584,0,0,0,0,11.2211766407467,95.3106179076856,88.8937511869474,79740070
1.03,0,0.699241974968475,0.699241974968475,0.662423342041011,0.699241974968475,0.662423342041011,0,0,0,0,10.9997649773521,95.3102155331427,88.7859088492465,80521830
1.04,0,0.706906239158767,0.706906239158767,0.668822250377437,0.706906239158767,0.668822250377437,0,0,0,0,10.7783533139576,95.3098131586,88.6780665115457,81303600
1.05,0,0.7145705033490593202964039272,0.714570503349059,0.675221158713864,0.714570503349059,0.675221158713864,0,0,0,0,10.55694165056300052404413121,95.30941078405715693172449881,88.5702241738448056845236638,82085370
1.06,0,0.7125383104341715891474142320,0.712538310434172,0.673355893324184,0.712538310434172,0.673355893324184,0,0,0,0,10.60069839820499052404413121,95.3232857523921819430851322,88.60843547643183131791342587,82867130
1.07,0,0.7105248408176932702141893652,0.710524840817693,0.671509351232915,0.710524840817693,0.671509351232915,0,0,0,0,10.64110501045172052404413121,95.33735919804130965935119028,88.64448913184162448325614619,83648900
1.08,0,0.7085299104966611410907511950,0.708529910496661,0.669681348437092,0.708529910496661,0.669681348437092,0,0,0,0,10.67887535902585052404413121,95.35157753433880711580962142,88.67883843105136953723835578,84430660
1.09,0,0.7065533344887275489388217301,0.706553334488728,0.667871699954367,0.706553334488728,0.667871699954367,0,0,0,0,10.71450516819795052404413121,95.3658587368481823530109592,88.71176400614063190274720449,85212430
1.10,0,0.7045949318794895918311254750,0.70459493187949,0.666080224870338,0.70459493187949,0.666080224870338,0,0,0,0,10.74835321782708052404413121,95.38035931108509455143725911,88.74363109926272966493153092,85994200
1.11,0,0.7026545218645170367360276928,0.702654521864517,0.664306742380574,0.702654521864517,0.664306742380574,0,0,0,0,10.78068985530480052404413121,95.39488592267882480903885971,88.77448074550781867717397678,86775960
1.12,0,0.7007319247866402773709924225,0.70073192478664,0.662551072827906,0.70073192478664,0.662551072827906,0,0,0,0,10.811724814847780524044131209,95.40955064219225977040769521,88.80454178604538500955069966,87557730
1.13,0,0.6988269621689271742301959347,0.698826962168927,0.660813037735402,0.698826962168927,0.660813037735402,0,0,0,0,10.84162386359958052404413121,95.42425128999528921699099435,88.83385138042936933366557626,88339490
1.14,0,0.6969394547438412614610881875,0.696939454743841,0.659092457835524,0.696939454743841,0.659092457835524,0,0,0,0,10.87052196204409052404413121,95.43911374212465228484384283,88.8625973335444844030836095,89121260
1.15,0,0.6950692274789324972140413639,0.695069227478932,0.657389158095824,0.695069227478932,0.657389158095824,0,0,0,0,10.89839912720903052404413121,95.45346588670370349628765756,88.89026911854562725518007952,89903020
1.16,0,0.6923245038463313219363505805,0.692324503846331,0.654811361988432,0.692324503846331,0.654811361988432,0,0,0,0,10.92468378637183052404413121,95.46494281454854593772480562,88.91474290978417589665246359,90684780
1.17,0,0.6895678080774756243328707603,0.689567808077476,0.652221593744785,0.689567808077476,0.652221593744785,0,0,0,0,10.95027027432708052404413121,95.47657474570759219172687082,88.93885486048541360386452645,91466550
1.18,0,0.6868316679975908585876042850,0.686831667997591,0.649652381190109,0.686831667997591,0.649652381190109,0,0,0,0,10.975221506344420524044131209,95.48833676237941339865423891,88.96262949649149707603449846,92248310
1.19,0,0.6841160087143598417852321711,0.68411600871436,0.647103649432087,0.68411600871436,0.647103649432087,0,0,0,0,10.99959374880857052404413121,95.50036178560357240510746879,88.98620618298844395365367412,93030090
1.20,0,0.6814205586584281482062780684,0.681420558658428,0.644466624017643,0.681420558658428,0.644466624017643,0,0,0,0,11.02343434139047052404413121,95.51248656164837542251732767,89.00949385984700947448933417,93811860
1.21,0,0.6787451455950563808496782456,0.678745145595056,0.641791210954271,0.678745145595056,0.641791210954271,0,0,0,0,11.04678439859304052404413121,95.52484175861447966722824561,89.03262002686073823316090098,94593620
1.22,0,0.6760896976339476201063530158,0.676089697633948,0.639135762993162,0.676089697633948,0.639135762993162,0,0,0,0,11.069681455906870524044131209,95.53727100321757788600585161,89.05549177281730854572027814,95375380
1.23,0,0.6734538452373333082415188917,0.673453845237333,0.636499910596548,0.673453845237333,0.636499910596548,0,0,0,0,11.092157278611230524044131209,95.54990913607755552289546221,89.07823345325436038856059468,96157140
1.24,0,0.6708376172277746354007878083,0.670837617227775,0.633883682586989,0.670837617227775,0.633883682586989,0,0,0,0,11.11424182390367052404413121,95.56267634953666153103647636,89.10080498116836369793814581,96938910
1.25,0,0.6682407447936924661249056577,0.668240744793693,0.631286810152907,0.668240744793693,0.631286810152907,0,0,0,0,11.13595984714895052404413121,95.57556104116276098784589017,89.12321468264283856830686101,97720680
1.26,0,0.6656629594947906224185532813,0.665662959494791,0.628709024854005,0.665662959494791,0.628709024854005,0,0,0,0,11.157334700155330524044131209,95.58862931377915138359229532,89.14552895788285095333083568,98502440
1.27,0,0.6631041932665507923608991501,0.663104193266551,0.626150258625765,0.663104193266551,0.626150258625765,0,0,0,0,11.17838762223744052404413121,95.60180182355590819496265852,89.16770201839455948488014331,99284210
1.28,0,0.6605642774235802209734860275,0.66056427742358,0.623610342782795,0.66056427742358,0.623610342782795,0,0,0,0,11.19913751442008052404413121,95.61507217657832557915988667,89.18974199337871948078090564,100066000
1.29,0,0.6580498327096832257297055530,0.658049832709683,0.621095898068898,0.658049832709683,0.621095898068898,0,0,0,0,11.21960196401292052404413121,95.62851037592432531839657517,89.21171434181933043664202034,100847700
1.30,0,0.6555676071244527113935743061,0.655567607124453,0.618613672483667,0.655567607124453,0.618613672483667,0,0,0,0,11.23979555572846052404413121,95.64210594381194965925195106,89.23362131730155395156815044,101629500
1.31,0,0.6531118468755624215320433934,0.653111846875562,0.616157912234777,0.653111846875562,0.616157912234777,0,0,0,0,11.25973394372362052404413121,95.65571335503965094313576481,89.2553624657037368150177448,102411300
1.32,0,0.6506804780968682623026421041,0.650680478096868,0.613726543456083,0.650680478096868,0.613726543456083,0,0,0,0,11.27942927987631052404413121,95.66954436173927376377804426,89.27710798961121155670705602,103193000
1.33,0,0.6482727132087801375373964312,0.64827271320878,0.611318778567994,0.64827271320878,0.611318778567994,0,0,0,0,11.29545424629904052404413121,95.67072882661893843908942221,89.28708256579819829699282074,103974800
1.34,0,0.6458876788188628020029245011,0.645887678818863,0.608933744178077,0.645887678818863,0.608933744178077,0,0,0,0,11.286927031336320524044131209,95.58192484072087226210841852,89.21438163477028679412540561,104756600
1.35,0,0.6435250554060236008225892835,0.643525055406024,0.606571120765238,0.643525055406024,0.606571120765238,0,0,0,0,11.27844941546298052404413121,95.49408065034954259679200105,89.14246644350230044348931934,105538300
1.36,0,0.6411842190253901673523499717,0.64118421902539,0.604230284384605,0.64118421902539,0.604230284384605,0,0,0,0,11.27001938675071052404413121,95.4071549796751369553112431,89.07130372285893441669311648,106320100
1.37,0,0.6388649103663742195354989674,0.638864910366374,0.601910975725589,0.638864910366374,0.601910975725589,0,0,0,0,11.26163347324255052404413121,95.32110380613105583107115174,89.00085732584774968717045767,107101900
1.38,0,0.6365668088922565509378618490,0.636566808892256,0.599612874251471,0.636566808892256,0.599612874251471,0,0,0,0,11.253289505184690524044131209,95.23581662913053301687277453,88.93104111542596146706413477,107883600
1.39,0,0.6342896281670828514351236167,0.634289628167083,0.597335693526297,0.634289628167083,0.597335693526297,0,0,0,0,11.24498447893826052404413121,95.15125498427394370535284419,88.86182357383174974302396014,108665400
1.40,0,0.6320330041982888194802124354,0.632033004198289,0.595079069557503,0.632033004198289,0.595079069557503,0,0,0,0,11.236716137555330524044131209,95.06753069973093756185148314,88.79328835914711492415256053,109447200
1.41,0,0.6297966911820294305627224583,0.629796691182029,0.592842756541244,0.629796691182029,0.592842756541244,0,0,0,0,11.22848266363544052404413121,94.98446774564955156058824196,88.72529963283372173309513245,110228900
